judul,judul_slug,author,penerbit,isbn,bahasa,jumlah_halaman,isBestSeller,original_rating,adjusted_rating,rating_count,review_count,kategori
Yummy Tummy Marriage,conf-yummy-tummy-marriage,Nurilla Iryani,Mizan,9786022910091,Indonesia,278,0,3.22,3,120,,fiksi_sastra
The Lady of the Camellias,conf-the-lady-of-the-camellias,Alexandre Duma Jr,Mizan,9786028811583,Indonesia,340,0,4.03,4,43863,,fiksi_sastra
the nine lessons,conf-the-nine-lessons,Kevin Alan Milne,Mizan,9786028579841,Indonesia,324,0,3.91,4,399,,fiksi_sastra
THE HEROES OF OLYMPUS THE LOST HERO,conf-the-heroes-of-olympus-the-lost-hero,Rick Riordan,Mizan,9786028811507,Indonesia,598,0,3.68,4,66,6.0,fiksi_sastra
U-turn,conf-u-turn,Nadya Prayudhi,Mizan,9786029481259,Indonesia,244,0,3.49,3,112,,fiksi_sastra
Two Lovely Hearts,conf-two-lovely-hearts,Ade Nastiti,Mizan,9786028811217,Indonesia,376,0,3.83,4,29,,fiksi_sastra
Time Quake,conf-time-quake,Linda Buckley-Archer;Linda Buckley-Archer,Mizan,9789794336038,Indonesia,500,0,3.86,4,2110,227.0,fiksi_sastra
sweet misfortune,conf-sweet-misfortune,Kevin Alan Milne,Mizan,9786029225112,Indonesia,460,0,3.66,4,2156,,fiksi_sastra
SURAT RAHASIA,conf-surat-rahasia,Lintang Assyifa,Mizan,9789790661370,Indonesia,190,0,4.6,5,20,,fiksi_sastra
the adventures of Huckleberry Finn,conf-the-adventures-of-huckleberry-finn,Mark Twain,Mizan,9786028811187,Indonesia,398,0,3.83,4,1222162,,fiksi_sastra
SNOW FLOWER and the SECRET FAN,conf-snow-flower-and-the-secret-fan,Lisa See,Mizan,9786029225181,Indonesia,518,0,4.08,4,360315,,fiksi_sastra
RED RIDING HOOD,conf-red-riding-hood,Blakley-Cartwright Johnson;Blakley-Cartwright Johnson,Mizan,9789794336168,Indonesia,364,0,3.48,3,19624,,fiksi_sastra
Sketsa Terakhir,conf-sketsa-terakhir,Kei Larasati;Vanny Pn;Kei Larasati;Vanny Pn,Mizan,9786029481372,Indonesia,232,0,3.24,3,46,,fiksi_sastra
Silver Stone,conf-silver-stone-single-edition,Ardina Hasanbasri,Serambi Ilmu Semesta,9789790244689,Indonesia,320,0,3.42,3,26,,fiksi_sastra
SANG PENCERAH,conf-sang-pencerah,Akmal Nasery Basral,Mizan,9787974335963,Indonesia,483,0,4.0,4,223,37.0,fiksi_sastra
Running For Hope,conf-running-for-hope,Dona Sikoembang,Mizan,9786027888159,Indonesia,246,0,3.35,3,78,,fiksi_sastra
Prodigy A legend Novel,conf-prodigy-a-legend-novel,Marie Lu,Mizan,9789794338063,Indonesia,470,0,4.24,4,242105,,fiksi_sastra
Romantic Cooking,conf-romantic-cooking,Dyah Ayu Purnama Sari,Mizan,9786027975637,Indonesia,138,0,2.57,3,21,,fiksi_sastra
Rindu Purnama,conf-rindu-purnama,Taufik Saptoto Rohadi;A Fuadi;Tasaro Gk Dan A.Fuadi;Tasaro Gk Dan A.Fuadi,Mizan,9786028811194,Indonesia,352,0,3.3,3,158,,fiksi_sastra
Persinggahan Perangai Sepi (antologi puisi),conf-persinggahan-perangai-sepi-antologi-puisi,Wawan Kurn,Garudhawaca,9786027949133,Indonesia,120,0,4.5,4,4,,fiksi_sastra
MY TWIN SISTER,conf-my-twin-sister,Lintang Assyifa,Mizan,9789790665781,Indonesia,180,0,4.58,5,31,,fiksi_sastra
Museum Penghancur Dokumen,conf-museum-penghancur-dokumen,Afrizal Malna,Garudhawaca,9786027949010,Indonesia,112,0,3.85,4,53,10.0,fiksi_sastra
Pengantar Gender dan Feminisme,conf-pengantar-gender-dan-feminisme,Alfian Rokhmansyah; S.S.; M.Hum;Alfian Rokhmansyah; S.S.; M.Hum,Garudhawaca,9786027949935,Indonesia,90,0,4.64,5,11,,fiksi_sastra
Monolog Angin,conf-monolog-angin,Bagus Burham,Garudhawaca,9786027949294,Indonesia,126,0,3.63,4,254,,fiksi_sastra
Sniper 2 : Operasi Bawah Tanah,sniper-2-operasi-bawah-tanah-0,Rizqi Turama,Cahaya Insan Suci,9786027860414,Indonesia,228,0,3.6,4,10,,fiksi_sastra
Jatuh Cinta Diam-Diam 2,conf-jatuh-cinta-diam-diam-2,Dwitasari;Friends,Mizan Publishing,9786021383445,Indonesia,174,0,3.68,4,244,18.0,romance
Bahebbak, Kay,bahebbak-kay,Elita Duatnofa,Tiga Serangkai,9786025731969,Indonesia,None,0,4.0,4,1,,agama
Jembatan Horor,jembatan-horor,Nikmatus S;Eka Yulistia,Euthenia,9786021010846,Indonesia,160,0,1.6,2,5,,fiksi_sastra
Midnight Restaurant,midnight-restaurant,Daniel Ahmad,Gagas Media,9789797809409,Indonesia,312,0,3.85,4,80,28.0,novel
Me And My Broken Heart,me-and-my-broken-heart,Wulan Fadi,GAGAS MEDIA,9789797809355,Indonesia,256,0,3.0,3,4,0.0,novel
Hate Hate First, Love You Later,hate-hate-first-love-you-later,Nimas Disri,Gagas Media,9789797809379,Indonesia,329,0,3.12,3,42,,novel
Persimpangan,persimpangan,Hasan Aspahani,Gagas Media,9789797809362,Indonesia,203,0,3.5,3,10,4.0,novel
Pengabdi Netijen,pengabdi-netijen,Geraldy Tan,Gagas Media,9789797809225,Indonesia,188,0,3.58,4,78,,
Fall (Jatuh),fall-jatuh,Bella Zmr,Gagas Media,9789797809072,Indonesia,357,0,3.88,4,51,,novel
Jejak Dedari,jejak-dedari,Erwin Arnada,Gagas Media,9789797808600,Indonesia,324,0,3.54,4,24,12.0,fiksi_sastra
My Lady 2 (Perempuanku 2),my-lady-2-perempuanku-2,Elya Handayani,Gagas Media,9789797809249,Indonesia,335,0,3.88,4,25,,novel
Rain and Flowers (Hujan dan Bunga),rain-and-flowers-hujan-dan-bunga,Tisa Ts,Gagas Media,9789797809218,Indonesia,160,0,4.25,4,4,,romance
Rasa,rasa-1,Nuril Basri,Gagasmedia,9789797809423,Indonesia,364,0,4.21,4,95,,novel
Countless Love (Cinta Tak Terhitung),countless-love-cinta-tak-terhitung,Fala Amalina,Gagas Media,9789797809287,Indonesia,316,0,3.48,3,21,,romance
Mengalahkan Hati,mengalahkan-hati,Yusuf Hamdani,Gagas Media,9789797809195,Indonesia,241,0,3.93,4,15,,
Our Wedding,our-wedding,Zeequen,Kubus Media,9786026100047,Indonesia,0,0,3.08,3,13,,fiksi_sastra
Petualangan Don Quixote,petualangan-don-quixote,Miguel De Cervantes,Immortal Publisher,9786026657626,Indonesia,123,0,3.89,4,245144,,novel
Married with You,married-with-you,Zeequen,Kubus Media,9786026731142,Indonesia,240,1,3.78,4,9,,novel
Merebah Riuh,merebah-riuh,Sacessahci,Bukune,9786022203018,Indonesia,172,0,3.83,4,6,,romance
Melodies,melodies,Temillasari Dwenti,Bukune,9786022202820,Indonesia,350,1,4.14,4,7,,novel
Faktap,faktap,Iskandar,Bukune,9786022202141,Indonesia,132,0,4.23,4,13,,fiksi_sastra
Surat Kecil Untuk Ayah Edisi Revisi,surat-kecil-untuk-ayah-edisi-revisi,Boy Candra,Bukune,9786022202561,Indonesia,174,0,4.04,4,263,,fiksi_sastra
The Black Shadow,the-black-shadow,Angel El Cherid,Fantasious,9786025406003,Indonesia,256,0,4.19,4,31,,romance
Dalam Kurung,dalam-kurung,Haditha,Bukune,9786022202882,Indonesia,245,1,4.08,4,13,,novel
Sabariah,sabariah,Abdul Malik Karim Amrullah,Gema Insani,9786022506829,Indonesia,96,0,3.9,4,157,,anak
Love Line,love-line,Nambyull,BUKUNE,9786022202981,Indonesia,346,0,4.3,4,10,,novel
Hipernova,hipernova,Fariza Aulia Jasmine,TIGA SERANGKAI,9786025731334,Indonesia,227,0,4.64,5,14,11.0,novel
Vakansi,vakansi,Dinda Trikata,Gramedia Widiasarana Indonesia,9786020504797,Indonesia,160,0,3.29,3,14,,novel
The Sun of The Rain,the-sun-of-the-rain,Viona Prameswari,Gramedia Widiasarana Indonesia,9786020504780,Indonesia,146,1,2.57,3,7,,novel
Hanya Imajinasi (Kumpulan Cerpen),hanya-imajinasi-kumpulan-cerpen,Naomi Lesmana,Gramedia Pustaka Utama,9786020338217,Indonesia,104,0,4.0,4,9,,cerpen
Summer Triangle (Cover Baru),conf-summer-triangle-cover-baru,Hara Hope,Gramedia Pustaka Utama,9786020323220,Indonesia,176,0,3.24,3,357,,novel
Story of Seth (Cerita tentang Seth),story-of-seth-cerita-tentang-seth,Wulan Fadila Fatia,Gagas Media,9789797809058,Indonesia,322,1,3.85,4,103,8.0,novel
Goosebumps: Tetangga Hantu (The Ghost Next Door),goosebumps-tetangga-hantu-the-ghost-next-door,R.L. Stine,Gramedia Pustaka Utama,9786020317090,Indonesia,160,1,3.77,4,10478,,novel
Goosebumps: Hantu Penunggu Sekolah (The Haunted School),goosebumps-hantu-penunggu-sekolah-the-haunted-school,R.L. Stine,Gramedia Pustaka Utama,9786020316994,Indonesia,152,1,3.86,4,5939,,novel
Goosebumps: Makhluk Mungil Pembawa Bencana (It Came from Beneath the Sink),goosebumps-makhluk-mungil-pembawa-bencana-it-came-from-beneath-the-sink,R.L. Stine,Gramedia Pustaka Utama,9786020317007,Indonesia,152,1,3.56,4,7702,,novel
Goosebumps: Teror Orang-Orangan Sawah (The Scarecrow Walks at Midnight),goosebumps-teror-orang-orangan-sawah-the-scarecrow-walks-at-midnight,R.L. Stine,Gramedia Pustaka Utama,9786020317083,Indonesia,176,1,3.69,4,10578,,novel
Goosebumps: Si Boneka Hidup Beraksi (Night of The Living Dummy),goosebumps-si-boneka-hidup-beraksi-night-of-the-living-dummy,R.L. Stine,Gramedia Pustaka Utama,9786020317076,Indonesia,192,1,3.84,4,28227,,novel
Goosebumps: Darah Monster (Monster Blood),goosebumps-darah-monster-monster-blood,R.L. Stine,Gramedia Pustaka Utama,9786020316987,Indonesia,168,0,3.52,4,12126,,novel
Kalung Setengah Hati,kalung-setengah-hati,Ramajani Sinaga,Bhuana Ilmu Populer,9786232167971,Indonesia,132,1,4.17,4,6,,romance
Goosebumps: Misteri Manusia Salju (The Abominable Snowman at Pasadena),goosebumps-misteri-manusia-salju-the-abominable-snowman-at-pasadena,R.L. Stine,Gramedia Pustaka Utama,9786020317069,Indonesia,168,1,3.46,3,4634,,novel
Goosebumps: Manusia Serigala Rawa Demam (Werewolf of Fever Swamp),goosebumps-manusia-serigala-rawa-demam-werewolf-of-fever-swamp,R.L. Stine,Gramedia Pustaka Utama,9786020317014,Indonesia,160,1,3.84,4,14495,,novel
Goosebumps: Topeng Hantu (The Haunted Mask),goosebumps-topeng-hantu-the-haunted-mask,R.L. Stine,Gramedia Pustaka Utama,9786020317106,Indonesia,152,1,3.84,4,21226,,novel
Goosebumps: Gadis yang Suka Monster (The Girl Who Cried Monster),goosebumps-gadis-yang-suka-monster-the-girl-who-cried-monster,R.L. Stine,Gramedia Pustaka Utama,9786020320359,Indonesia,176,1,3.52,4,7761,,novel
Hai, Conchita ! (Pembajak Cinta),hai-conchita-pembajak-cinta,Marthino Andries,Bhuana Ilmu Populer,9786024553869,Indonesia,120,0,3.25,3,20,,novel
Cinta Di Atas Perahu Cadik: Cerpen Kompas,cinta-di-atas-perahu-cadik-cerpen-kompas,Kompas,Penerbit Buku Kompas,9789797093716,Indonesia,,0,3.64,4,191,21.0,cerpen
Bluestroberi 4: Limit,bluestroberi-4-limit,Triani Retno;Triani Retno A.,Kepustakaan Populer Gramedia,9789799106780,Indonesia,204,0,3.35,3,55,,fiksi_sastra
Keledai Yang Mulia Dan Puisi-puisi Lainnya,keledai-yang-mulia-dan-puisi-puisi-lainnya,Mario F. Lawi,SHIRA MEDIA,9786025868566,Indonesia,106,0,3.76,4,29,3.0,novel
Cinta Terspasi,cinta-terspasi,Aleeya Vina,Scritto Books Publisher,9786025011160,Indonesia,180,0,3.2,3,5,,fiksi_sastra
The Great Gatsby,novel-klasik-the-great-gatsby,F. Scott Fitzgerald,Gramedia Pustaka Utama,9786020308807,Indonesia,263,0,3.93,4,4628451,,fiksi_sastra
Senyum Karyamin,senyum-karyamin-cover-baru-2018,Ahmad Tohari,Gramedia Pustaka Utama,9789792297362,Indonesia,88,1,4.01,4,904,,novel
Sampar,sampar,Albert Camus,Narasi,9789791684408,Indonesia,130,0,4.02,4,224742,,fiksi_sastra
LOVESOMNIA,lovesomnia,Atikah,Romancious,9786025406416,Indonesia,300,0,3.73,4,22,,novel
Ingin Kupilih Takdirku,ingin-kupilih-takdirku,Desti Annor,Tinta Medina,9786025731136,Indonesia,263,0,4.0,4,3,,novel
Miss Marple's Final Cases (Kasus-Kasus Terakhir Miss Marple) - Cover Baru,kasus-kasus-terakhir-miss-marple-miss-marples-final-cases,Agatha Christie,Gramedia Pustaka Utama,9789792232592,Indonesia,176,0,3.78,4,8346,,
Fantasteen Fearfacer : Restart,fantasteen-fearfacer-restart,Esa Khairina,Dar! Mizan,9786022427148,Indonesia,180,0,2.0,2,1,,fiksi_sastra
Fantasteen: Haunted Pool,fantasteen-haunted-pool,Hastomo Nur Hidayatulloh,Dar Mizan,9786024206390,Indonesia,144,1,3.0,3,5,,novel
Fantasteen: Lukers,fantasteenlurkers,Putri Saskia,Mizan Publishing,9786024206079,Indonesia,None,0,3.67,4,6,,novel
Revan & Reina,conf-revan-reina,Christa Bella S;Christa Bella S,Serambi Ilmu Semesta,9786027465305,Indonesia,296,0,3.61,4,325,,romance
HR: The Naked Prince (Collector`s Edition),hr-the-naked-prince-collectors-edition,Sally Mackenzie;Sally Mackenzie,Elex Media Komputindo,9786020488080,Indonesia,152,0,3.79,4,503,,novel
Surat Untuk Ruth (Cetak Ulang),surat-untuk-ruth,Bernard Batubara,Gramedia Pustaka Utama,9786020332987,Indonesia,168,0,3.47,3,634,,romance
Yoo Shi-JIn's Scandal,yoo-shi-jins-scandal,Marlina Lin,Gramedia Widiasarana Indonesia,9786020502472,Indonesia,192,0,3.45,3,11,,novel
Hau Kamelin dan Tuan Kamlasi,hau-kamelin-dan-tuan-kamlasi,Dicky Senda,Gramedia Widiasarana Indonesia,9786020502533,Indonesia,150,1,3.31,3,26,,novel
Pandora,pandora,Oka Rusmini;Ida Ayu Oka Rusmini,Kepustakaan Populer Gramedia,9786020501666,Indonesia,140,1,3.62,4,47,,novel
Coratcoret Di Toilet,corat-coret-di-toilet-0,Eka Kurniawan,Gramedia Pustaka Utama,9786020328935,Indonesia,138,0,3.75,4,1889,,cerpen
Di Bawah Payung Senja Kita Bercerita,di-bawah-payung-senja-kita-bercerita,Sanaria;Lila Saraswaty,Elex Media Komputindo,9786020486260,Indonesia,136,0,3.27,3,11,0.0,novel
The Legend of Sleepy Hollow,the-legend-of-sleepy-hollow,Washington Irving,Elex Media Komputindo,9786020497310,Indonesia,88,0,3.72,4,65524,,novel
Museum Kehilangan - Puisi,museum-kehilangan-puisi,Wawan Kurniawan,Gramedia Pustaka Utama,9786020643311,Indonesia,88,1,3.62,4,53,,puisi
Creepy Case Club 3: Kasus Kutukan Congklak,creepy-case-club-3-kasus-kutukan-congklak,Rizal Iwan,Kepustakaan Populer Gramedia,9786024811846,Indonesia,216,0,4.1,4,39,17.0,novel
Lakon Asmaraloka : Kisah-Kisah Asmara Dunia Pewayangan,lakon-asmaraloka-kisah-kisah-asmara-dunia-pewayangan,Mahadewa Adi Seta,BUKUBIJAK,9786239447656,Indonesia,204,1,4.0,4,5,,novel
Selama Laut Masih Bergelombang - Puisi,selama-laut-masih-bergelombang-puisi,Mariati Atkah,Gramedia Pustaka Utama,9786020643304,Indonesia,80,1,3.67,4,24,,puisi
Keterampilan Membaca Laut *Puisi,keterampilan-membaca-laut-puisi,Ama Achmad,Gramedia Pustaka Utama,9786020631035,Indonesia,88,0,3.66,4,71,,puisi
Karena Cinta Kuat Seperti Maut,karena-cinta-kuat-seperti-maut,Immanuel Adimas Gilang,Gramedia Pustaka Utama,9786020618210,Indonesia,104,1,3.73,4,135,22.0,novel
Sherlock Holmes: The Hound Of The Baskervilles,sherlock-holmes-the-hound-of-the-baskervilles,Sir Arthur Conan Doyle,Shira Media,9786021142356,Indonesia,0,0,4.13,4,311404,,fiksi_sastra
The Nutcracker And The Mouse King,the-nutcracker-and-the-mouse-king,E. T. A. Hoffmann,Mizan Publishing,9786024021344,Indonesia,170,0,3.96,4,15819,,novel
Max dan Kucing-kucing (Max And The Cats),max-dan-kucing-kucing-max-and-the-cats,Moacyr Scliar,Gramedia Pustaka Utama,9786020620442,Indonesia,104,1,3.36,3,822,,novel
De Sole: Maaf Kebenaran Bisa Ku Ungkap , Tapi Cintamu Tak Bisa Ku Tangkap,de-sole-maaf-kebenaran-bisa-ku-ungkap-tapi-cintamu-tak-bisa-ku-tangkap,Sadryna Evanalia,Gramedia Widiasarana Indonesia,9786020507958,Indonesia,170,0,3.48,3,23,,novel
French Pink,conf-french-pink,Prisca Primasari,Gramedia Widiasarana Indonesia,9786022516873,Indonesia,80,0,3.91,4,807,259.0,novel
Bias Rindu,bias-rindu,Elsa Syefira;Rissa Roswita,Moka Media,9786025199349,Indonesia,144,0,3.56,4,9,,novel
Cerpen Terbaik Tempo,cerpen-terbaik-tempo,Kurniawan,Tempo,9786026773142,Indonesia,148,0,3.67,4,49,13.0,cerpen
Rumah Lebah,conf-rumah-lebah,Dodi Prananda,Elex Media Komputindo,9786020246253,Indonesia,259,0,2.74,3,27,,novel
The Stardust Catcher,conf-the-stardust-catcher,Suarcani,Gramedia Pustaka Utama,9786020326443,Indonesia,184,0,3.22,3,115,,novel
BSD Running Romance,running-romance-1,Astri Kumala,Gramedia Widiasarana Indonesia,9786023758722,Indonesia,144,0,3.2,3,10,,novel
Cinta Terkalang,cinta-terkalang,Hamka,Gema Insani,9786022506591,Indonesia,218,0,4.03,4,31,12.0,novel
Sebelum Bicara Cinta,conf-sebelum-bicara-cinta,Lana Azim;Rhesy Rangga;Rhesy Rangga,Elex Media Komputindo,9786020249490,Indonesia,272,0,4.69,5,13,4.0,novel
Kehidupan Bagi Sang Bijak : Kahlil Gibran,kehidupan-bagi-sang-bijak-kahlil-gibran,Mulasih Tary;Yazid Attafsir,Checklist,9786237661054,Indonesia,184,1,3.0,3,1,,novel
When The Sun Sets,when-the-sun-sets,Anne Spollen,Serambi,9786021791431,Indonesia,226,0,3.83,4,406,,fiksi_sastra
Merindu Baginda Nabi,merindu-baginda-nabi,Habiburrahman El Shirazy,Republika Penerbit,9786025734199,Indonesia,176,0,3.9,4,469,54.0,novel
Classics: Kisah Dokter Doliitle (The Story Of Doctor Dolittle),classics-kisah-dokter-doliitle-the-story-of-doctor-dolittle,Hugh Lofting,Gramedia Pustaka Utama,9786020638928,Indonesia,160,1,3.97,4,48440,,klasik,novel
While The Light Lasts (Selagi Hari Terang),while-the-light-lasts-selagi-hari-terang-cover-baru-2018,Agatha Christie,Gramedia Pustaka Utama,9789792280135,Indonesia,232,0,3.59,4,4065,,novel
Rumah Sakit,rumah-sakit,Ari Keling,Laksana,9786024073145,Indonesia,184,0,3.0,3,4,,fiksi_sastra
Romeo Juliet,romeo-juliet-1,William Shakespeare,BUKUBIJAK,9786239243098,Indonesia,166,0,3.74,4,2389662,,novel
Hujan kemarin : meski sendirian kamu bisa bahagia,hujan-kemarin-meski-sendirian-kamu-bisa-bahagia,Fajerul Khatimah,Gramedia Widiasarana Indonesia,9786020507927,Indonesia,184,0,3.64,4,11,,novel
Lalu Kau Kumpulan Puisi,lalu-kau-kumpulan-puisi,Radhar Panca Dahana,Pbk,9786232411845,Indonesia,104,1,3.5,3,4,0.0,novel
Sayap-Sayap Patah,sayap-sayap-patah-republish,Kahlil Gibran,Bentang Pustaka,9786022917878,Indonesia,144,1,4.16,4,51,9.0,romance
Animal Farm,animal-farm,George Orwell,Immortal Publishing,9786237778554,Indonesia,144,1,3.98,4,3409686,,novel
(Shira) Sebuah Kitab Yang Tak Suci,shira-sebuah-kitab-yang-tak-suci,Puthut Ea,Shira Media,9786025868962,Indonesia,92,0,3.48,3,133,,novel
Animal Farm-New,animal-farm-new,George Orwell,Mizan,9786022912828,Indonesia,148,0,3.98,4,3409686,,fiksi_sastra
Si Tukang Onar,si-tukang-onar,Maxim Gorky,Baca,9786026486271,Indonesia,135,1,3.55,4,281,,novel
Historical Romance: Putri Es (The Ice Princess),historical-romance-putri-es-the-ice-princess,Elizabeth Hoyt,Gramedia Pustaka Utama,9786020634272,Indonesia,136,0,3.77,4,3336,,romance
Harlequin Koleksi Istimewa: Jejak Kenangan Musim Dingin (The Italian's Christmas Secret),harlequin-koleksi-istimewa-jejak-kenangan-musim-dingin-the-italians-christmas-secret,Sharon Kendrick,Gramedia Pustaka Utama,9786020619088,Indonesia,216,0,3.57,4,313,,romance
Harlequin Koleksi Istimewa: Pengantin Pilihan (The Arranged Marriage),harlequin-koleksi-istimewa-pengantin-pilihan-the-arranged-marriage,Emma Darcy,Gramedia Pustaka Utama,9786020619064,Indonesia,224,1,3.55,4,193,,novel
Harlequin Koleksi Istimewa: Yang Tak Terlupakan (Forgiven But Not Forgotten),harlequin-koleksi-istimewa-yang-tak-terlupakan-forgiven-but-not-forgotten,Brenda Novak,Gramedia Pustaka Utama,9786020385211,Indonesia,280,0,3.8,4,1034,,romance
Cara - Cara Tidak Kreatif untuk Mencintai,caracara-tidak-kreatif-untuk-mencintai,Theoresia Rumthe;Weslly Johannes,Gramedia Pustaka Utama,9786020383163,Indonesia,160,1,3.84,4,238,51.0,novel
Hujan Turun dari Bawah,hujan-turun-dari-bawah,Benny Arnas,Gramedia Widiasarana Indonesia,9786020502113,Indonesia,75,1,3.5,3,6,3.0,novel
Dancing Cupcake,dancing-cup-cake-1,Lia Heliana;Zee,Bhuana Ilmu Populer,9786024833893,Indonesia,192,0,3.14,3,7,,novel
Hei, Alga,hei-alga,Cikie Wahab,Shira Media,9786237778134,Indonesia,112,0,3.0,3,10,,novel
Babad Batu,conf-babad-batu,Sapardi Djoko Damono,Gramedia Pustaka Utama,9786020332529,Indonesia,110,0,3.47,3,122,30.0,
The Kingdom Of This World,the-kingdom-of-this-world,Alejo Carpentier,Immortal,9786025868313,Indonesia,164,0,3.78,4,5815,,novel
Harlequin Koleksi Istimewa: Disatukan oleh Cinta (Reunited by a Baby Secret),harlequin-koleksi-istimewa-disatukan-oleh-cinta-reunited-by-a-baby-secret,Michelle Douglas,Gramedia Pustaka Utama,9786020384290,Indonesia,280,0,3.5,3,68,,romance
Kelas Cerpen Kompas 2017 – Kelas Bercerita,kelas-cerpen-kompas-2017-kelas-bercerita,Kumpulan Cerpenis,Penerbit Buku Kompas,9786024124243,Indonesia,144,0,4.0,4,4,,
Thank You,thank-you,Adara Kirana,Penerbit Inari,9786026044396,Indonesia,210,0,3.71,4,110,,fiksi_sastra
A Thing Called Us,a-thing-called-us,Andry Setiawan,Penerbit Haru,9786026383204,Indonesia,290,0,3.94,4,125,,novel
Thousand Cranes,thousand-cranes,Yasunari Kawabata,IMMORTAL,9786025868221,Indonesia,162,0,3.73,4,11553,,novel
Harlequin Koleksi Istimewa: Diselamatkan Dokter Tampan (Saved by Doctor Dreamy),harlequin-koleksi-istimewa-diselamatkan-dokter-tampan-saved-by-doctor-dreamy,Dianne Drake,Gramedia Pustaka Utama,9786020385228,Indonesia,256,0,3.35,3,20,,romance
Harlequin Koleksi Istimewa: Tekad Sang Pangeran (The Prince's Christmas Vow),harlequin-koleksi-istimewa-tekad-sang-pangeran-the-princes-christmas-vow,Jennifer Faye,Gramedia Pustaka Utama,9786020384320,Indonesia,256,0,3.81,4,94,,romance
Harlequin Koleksi Istimewa: Rahasia Kencan Kilat (Secrets and Speed Dating),harlequin-koleksi-istimewa-rahasia-kencan-kilat-secrets-and-speed-dating,Leah Ashton,Gramedia Pustaka Utama,9786020611686,Indonesia,256,0,3.54,4,48,,novel
Harlequin Koleksi Istimewa: Getar Kemenangan ( The Thrill of Victory),harlequin-koleksi-istimewa-getar-kemenangan-the-thrill-of-victory,Sandra Brown,Gramedia Pustaka Utama,9789792222401,Indonesia,224,0,3.66,4,1939,,romance
Rinduku Sederas Hujan Sore Itu,rinduku-sederas-hujan-sore-itu-republish,Js. Khairen,Noura Books Publishing,9786023853304,Indonesia,244,0,4.21,4,263,53.0,novel
Harlequin Koleksi Istimewa: Dalam Pelukan Sang Pangeran (A Night in the Prince's Bed),harlequin-koleksi-istimewa-dalam-pelukan-sang-pangeran-a-night-in-the-princes-bed,Chantelle Shaw,Gramedia Pustaka Utama,9786020382463,Indonesia,224,0,3.22,3,191,,romance
Harlequin Koleksi Istimewa: Pernikahan Allegra (Wedding Night with Her Enemy),harlequin-koleksi-istimewa-pernikahan-allegra-wedding-night-with-her-enemy,Melanie Milburne,Gramedia Pustaka Utama,9786020387994,Indonesia,224,0,3.47,3,245,,novel
Tapak Setan,tapak-setan,Haditha,Elex Media Komputindo,9786020479897,Indonesia,224,0,4.0,4,19,,novel
The Strange Case of Dr. Jekyll and Mr. Hyde,the-strange-case-of-dr-jekyll-and-mr-hyde,Robert Louis Stevenson,Elex Media Komputindo,9786020483535,Indonesia,144,0,3.83,4,493703,,novel
The Story of Doctor Dolittle,the-story-of-doctor-dolittle,Hugh Lofting,Elex Media Komputindo,9786020477701,Indonesia,160,0,3.97,4,48440,,novel
Persona: Petualangan Seperempat Abad,persona-petualangan-seperempat-abad,Haris Firmansyah,Elex Media Komputindo,9786230003912,Indonesia,180,1,3.95,4,21,,sastra_indonesia
Himne Bunga-Bunga di Ladang dan Cerita Lainnya,himne-bunga-bunga-di-ladang-dan-cerita-lainnya,Clara Ng,Gramedia Pustaka Utama,9786020375786,Indonesia,152,0,3.56,4,80,21.0,cerpen
It was Only a Kiss,conf-it-was-only-a-kiss,Joss Wood,Elex Media Komputindo,9786020273082,Indonesia,263,0,3.81,4,202,,novel
Aviarium : Sejumlah Puisi,aviarium,Hasan Aspahani,Gramedia Pustaka Utama,9786020623849,Indonesia,90,1,4.0,4,25,8.0,novel
Iblis dan Miss Prym (The Devil and Miss Prym),conf-the-devil-and-miss-prym-iblis-dan-miss-prym,Paulo Coelho,Gramedia Pustaka Utama,9789792298376,Indonesia,256,1,3.61,4,66491,,novel
Misteri Bly Manor (The Turn Of The Screw),misteri-bly-manor-the-turn-of-the-screw,Henry James,Gramedia Pustaka Utama,9786020639086,Indonesia,176,1,3.4,3,136234,,klasik,novel
Di Hadapan Rahasia,di-hadapan-rahasia,Adimas Immanuel,Gramedia Pustaka Utama,9786020324814,Indonesia,112,1,3.77,4,316,,novel,puisi
Pelesir Mimpi,pelesir-mimpi,Adimas Immanuel,Gramedia Pustaka Utama,9786020635811,Indonesia,144,1,3.99,4,157,,puisi
Kuharap Kau Menemukan Bulan,kuharap-kau-menemukan-bulan,-,Gramedia Pustaka Utama,9786020645803,Indonesia,0,1,3.38,3,40,,puisi
Raymond Carver Terkubur Mi Instan di Iowa,raymond-carver-terkubur-mi-instan-di-iowa,Faisal Oddang,Kepustakaan Populer Gramedia,9786024811310,Indonesia,124,1,3.43,3,123,,novel
Tempat Paling Liar di Muka Bumi,tempat-paling-liar-di-muka-bumi,Theoresia Rumthe;Weslly Johannes,Gramedia Pustaka Utama,9786020657004,Indonesia,100,1,3.97,4,532,,puisi
English Classics: Mrs. Dalloway,english-classics-mrs-dalloway,Virginia Woolf,Gramedia Pustaka Utama,9786020655765,Indonesia,248,1,3.79,4,267748,,sastra_indonesia
Suaramu Jalan Pulang yang Kukenali,suaramu-jalan-pulang-yang-kukenali,Adimas Immanuel,Gramedia Pustaka Utama,9786020635026,Indonesia,108,1,3.85,4,89,,puisi
